Wilayah Inflasi,,,,,,,,,,,,,,,,,,
,Kemiskinan,,,,,,,,,,,,,,,,,
,Garis Kemiskinan (Rp/Kapita/Bulan),,,Jumlah Penduduk Miskin (Ribu Orang),,,Persentase Penduduk Miskin (p0),,,Indeks Kedalaman Kemiskinan (p1),,,Indeks Keparahan Kemiskinan (p2),,,Gini Rasio,,
,2018,2019,2020,2018,2019,2020,2018,2019,2020,2018,2019,2020,2018,2019,2020,2018,2019,2020
Kota Tegal,455488,465047,502031,19.44,18.64,19.55,7.81,7.47,7.8,1.23,1.15,1.38,0.3,0.24,0.36,-,-,-
Jawa Tengah,350875,381992,395407,3897.2,3679.4,3980.9,11.32,10.58,11.41,1.85,1.434,1.72,0.45,0.279,0.34,-,-,-
